point,plot,landscape,salinity.exposure,DateTime.PST,date,time.local,DateTimeLocal,Type,source,tide.note,tide.flow,tide.period,depth.cm,water.vial.id,ghg.id,filter.id,filter.volume.ml,salinity.psu,temperature.c,ph,do.mgl,orp.mv,fe2.mgl,hs.mgl,doc.mgl,tdn.mgl,CO2.umolar,CH4.umolar,N2O.umolar,d13ch4.permil,O2.umolar,CO2.stddev.umolar,CH4.stddev.umolar,N2O.stddev.umolar,d13ch4.stddev.permil,Sensor.HydraulicHead.m,Sensor.T.C,Sensor.S.PSU,Sensor.pH,Sensor.Note,Notes,alkalinity.caco3.mgl,tss.mgl,cdom,conductivity.uscm,spc.uscm,do.perc,pressure.mmhg,co2.ppm,ch4.ppm,n2o.ppm,nh3.ppm.for.reference.only,co2.stddev.ppm,ch4.stddev.ppm,n2o.stddev.ppm,nh3.stddev.ppm.for.reference.only,Kh.CO2,Kh.CH4,Kh.N2O,d13ch4.permil.raw,d13ch4.stddev.permil.raw,Filled.salinity.psu,Filled.temperature.c,Filled.ph,Fill.Notes
BC13,middle,floodplain,low,1/21/2019 12:39,1/21/2019,12:39:00 PM,1/21/2019 12:39,Porewater,NA,flooded,ebb,high tide,NA,NA,NA,NA,NA,12.4,7,7.29,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,337.5210951,NA,NA,NA,NA,2.9823,7.95,7.754937603,6.46,,Inundated; probe submerged to top of water level ,NA,NA,NA,13526,20792,96.8,770.1,NA,NA,NA,NA,NA,NA,NA,NA,0.035594727,0.07965319,0.06617233,NA,NA,12.4,7,7.29,NA
BC14,middle,hillslope,low,1/21/2019 13:30,1/21/2019,1:30:00 PM,1/21/2019 13:30,Porewater,well,flooded,ebb,high tide,100,NA,"3635-505, -506",NA,NA,6.25,8.9,6.32,0.59,NA,NA,NA,NA,NA,1313.051648,55.34216344,0.123488777,-48.00328049,18.43865242,11.81289961,0.574557129,0.007201562,2.628552245,3.053,8.56,3.125716761,6.02,Sample and sensor at different depths,Well ,NA,NA,NA,7618,11006,5.3,770.3,30027.6,970.92,2.46924,1505.88,270.144,10.08,0.144,4.3596,0.043728158,0.056999715,0.050010844,-48.00328049,2.628552245,6.25,8.9,6.32,NA
BC14,middle,hillslope,low,1/21/2019 14:04,1/21/2019,2:04:00 PM,1/21/2019 14:04,Porewater,sipper,flooded,ebb,high tide,60,"3635-5, -5a, -6, -6a","3635-405, -506","3635-203, -203a",,2.59,7.6,6.27,1.2,NA,NA,NA,17.69,1.36,5377.097977,1162.94034,0.006038079,-75.51286094,37.5023439,78.39980046,6.05141897,0.008613972,0.529578778,2.909333333,8.482666667,3.126635917,6,,Inundated ,NA,NA,NA,3233,4835,10.2,770.5,99504,23522.4,0.130968,1505.88,1450.8,122.4,0.18684,8.64,0.054039013,0.049439697,0.04610347,-75.51286094,0.529578778,2.59,7.6,6.27,NA
BC12,middle,river.bank,low,NA,1/21/2019,,NA,Porewater,sipper,NA,NA,NA,20,NA,NA,NA,NA,5.75,6.8,6.52,10.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,320.6450403,NA,NA,NA,NA,NA,NA,NA,NA,,Missing DateTime ,NA,NA,NA,6693,10240,87.5,769,NA,NA,NA,NA,NA,NA,NA,NA,0.048291051,0.058546894,0.052964424,NA,NA,5.75,6.8,6.52,NA
BC13,middle,floodplain,low,NA,1/21/2019,,NA,Porewater,sipper,NA,NA,NA,40,NA,NA,NA,NA,7.17,7.2,6.26,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.18857429,NA,NA,NA,NA,NA,NA,NA,NA,,Missing DateTime ,NA,NA,NA,8275,12563,5,770.1,NA,NA,NA,NA,NA,NA,NA,NA,0.044649206,0.061985228,0.054834954,NA,NA,7.17,7.2,6.26,NA
BC14,middle,hillslope,low,1/22/2019 8:50,1/22/2019,8:50:00 AM,1/22/2019 8:50,Porewater,sipper,not flooded,flood,low tide,60,"3635-11, -12, -11a, -12a","3635-411, -412","3635-206, -206b, -206c",,1.79,8.6,5.98,0.61,NA,NA,NA,10.04,1.13,4940.406991,1129.700653,0.059243099,-72.72076667,19.06369148,19.73826906,2.485207822,0.007291817,0.571799634,2.641666667,8.47,3.10849485,6.01,, ,NA,NA,NA,2332,3389,5.3,769.3,91368,24350.4,1.37088,1481.76,365.04,53.568,0.168732,6.48,0.054071524,0.046393515,0.04321538,-72.72076667,0.571799634,1.79,8.6,5.98,NA
BC13,middle,floodplain,low,1/22/2019 10:05,1/22/2019,10:05:00 AM,1/22/2019 10:05,Porewater,sipper,not flooded,flood,low tide,60,"3635-9, -10, -9a, -10a","3635-409, -410","3635-205, -205b, -205c",,6.94,7.7,6.45,0.66,NA,NA,NA,12.72,1.01,1937.009507,68.1204102,0.103698402,-42.30406067,20.62628914,5.312029363,0.109062456,0.012209092,3.936423845,2.525833333,7.95,7.609400804,6.47,, ,NA,NA,NA,8134,12160,5.8,769.1,43740,1124.28,1.9404,1461.24,119.952,1.8,0.228456,8.2656,0.044284625,0.060590253,0.053441765,-42.30406067,3.936423845,6.94,7.7,6.45,NA
BC13,middle,floodplain,low,1/22/2019 11:10,1/22/2019,11:10:00 AM,1/22/2019 11:10,Porewater,sipper,not flooded,flood,high tide,40,NA,"3635-507, -508",NA,NA,1.92,8.4,6.03,0.35,NA,NA,NA,NA,NA,4739.553648,1162.47265,0.189111296,-72.71931311,10.93818364,618.558523,11.56053882,0.06580796,0.47981663,2.524666667,7.95,7.609432252,6.37,Sample and sensor at different depths, ,NA,NA,NA,2485,3639,3.1,768.3,87552,24775.2,4.32432,2912.4,11426.4,246.384,1.5048,14.3064,0.054134156,0.046920818,0.043732031,-72.71931311,0.47981663,1.92,8.4,6.03,NA
BC12,middle,river.bank,low,1/22/2019 11:49,1/22/2019,11:49:00 AM,1/22/2019 11:49,Porewater,sipper,not flooded,flood,high tide,60,"3635-7, -8, -7a, -8a","3635-407, -408",3635-204,,5.86,7.7,6,6.24,NA,NA,NA,4.52,0.52,1047.129534,6.188552168,0.183236488,-46.09607609,195.0121883,26.09037787,0.207252249,0.007593317,5.462373268,2.362233333,7.956333333,7.586081489,NA,,Started flooding at 12:08 ,NA,NA,NA,6933,10351,54.3,767.8,22525.2,107.496,3.56004,1321.2,561.24,3.6,0.147528,13.8708,0.046487025,0.057570069,0.051470345,-46.09607609,5.462373268,5.86,7.7,6,NA
BC04,mouth,hillslope,medium,1/22/2019 15:05,1/22/2019,3:05:00 PM,1/22/2019 15:05,Porewater,sipper,flooded,ebb,high tide,60,"3635-13, -14, -13a, -14a","3635-413, -414",3635-207,,5.24,9,4.99,2.14,NA,NA,NA,4.7,0.47,990.6408947,1.349741543,0.062156969,-43.81725657,66.87917995,1.798478442,0.000480797,0.00126911,6.742823331,3.047666667,8.705,5.613781471,5.42,,Inundated; sampler rod at water level; YSI reading done in protective casing (not flow through) ,NA,NA,NA,6494,9326,19.1,765.9,21720,24.912,1.2924,207,39.432,0.008874,0.026388,0.54,0.045609618,0.054180377,0.048094219,-43.81725657,6.742823331,5.24,9,4.99,NA
BC03,mouth,floodplain,medium,1/22/2019 15:30,1/22/2019,3:30:00 PM,1/22/2019 15:30,Porewater,sipper,flooded,ebb,high tide,60,"3635-15, -15a, -16, -16a","3635-415, -416","3635-208, -208b, -208c",,12.46,8.7,6.13,2.33,NA,NA,NA,8.11,0.57,1933.669054,4.937409037,0.035795744,NA,72.81705107,26.14684621,0.024455893,0.00179768,NA,2.669,8.13,12.41880608,6.23,,Inundated ,NA,NA,NA,14408,20860,21.9,765.8,58128,64.08,0.57144,205.44,786,0.3174,0.028698,0.897,0.033265708,0.077050703,0.0626413,25.88603384,71.29052842,12.46,8.7,6.13,NA
BC02,mouth,river.bank,medium,1/22/2019 16:08,1/22/2019,4:08:00 PM,1/22/2019 16:08,Porewater,sipper,not flooded,ebb,high tide,60,"3635-17a, -18","3635-417, -418","3635-209, -209b",,9.61,9.5,6.43,1.87,NA,NA,NA,12.26,0.97,1272.800684,27.11916862,0.190906593,-53.66886889,58.44115257,22.88210728,0.221520788,0.010567086,2.229809143,2.688466667,8.945333333,7.739265433,6.31,,Water started receding ,NA,NA,NA,11551,16396,17.5,765.4,34642.8,410.4,3.46068,1196.64,622.8,3.35232,0.191556,8.136,0.036740699,0.066079846,0.055164474,-53.66886889,2.229809143,9.61,9.5,6.43,NA
BC04,mouth,hillslope,medium,1/23/2019 9:00,1/23/2019,9:00:00 AM,1/23/2019 9:00,Porewater,sipper,flooded,flood,low tide,60,"3635-19, -19a, -20, -20a","3635-419, -420",3635-210,,4.42,8.2,4.6,0.69,NA,NA,NA,1.61,0.16,1114.866297,1.670875606,0.20458585,-27.06424757,21.56384774,3.373706755,0.000957053,0.006907801,58.72035808,2.598,8.86,5.618181104,5.4,,Low tide ,NA,NA,NA,5418,7991,6.2,766.7,22888.8,31.4568,4.2552,1279.8,69.264,0.018018,0.143676,4.5432,0.04870794,0.053116516,0.048079021,-27.06424757,58.72035808,4.42,8.2,4.6,NA
BC04,mouth,hillslope,medium,1/23/2019 9:20,1/23/2019,9:20:00 AM,1/23/2019 9:20,Porewater,well,flooded,flood,low tide,100,NA,NA,NA,NA,5.34,6.7,5.56,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.625351584,NA,NA,NA,NA,2.597333333,8.86,5.616083219,5.4,Sample and sensor at different depths,"Well was open to atm/elements b/c no lid, so reading may be off ",NA,NA,NA,6545,9505,1.7,767.4,NA,NA,NA,NA,NA,NA,NA,NA,0.049366584,0.057574126,0.05241124,NA,NA,5.34,6.7,5.56,NA
BC04,mouth,hillslope,medium,1/23/2019 9:35,1/23/2019,9:35:00 AM,1/23/2019 9:35,Porewater,sipper,flooded,flood,low tide,40,NA,"3635-519, -520",NA,NA,3.75,8.9,4.85,0.89,NA,NA,NA,NA,NA,1025.224197,1.282932366,0.173445718,-11.98498931,27.81423839,11.91981777,0.011449357,0.006157982,47.43514887,2.596166667,8.858333333,5.615501018,5.4,Sample and sensor at different depths, ,NA,NA,NA,4690,6809,7.5,767.5,20937.6,25.3692,3.7872,1470.96,243.432,0.226404,0.13446,7.0128,0.048965698,0.05057047,0.045797877,-11.98498931,47.43514887,3.75,8.9,4.85,NA
BC04,mouth,hillslope,medium,1/23/2019 9:48,1/23/2019,9:48:00 AM,1/23/2019 9:48,Porewater,sipper,flooded,flood,low tide,20,NA,3635-521. -522,NA,NA,3.24,8.3,4.78,4.44,NA,NA,NA,NA,NA,901.4432046,0.597616478,0.169292075,NA,138.7586724,0.151745396,0.001796636,0.008817089,NA,2.594,8.854,5.616714547,5.4,Sample and sensor at different depths, ,NA,NA,NA,4057,5956,38.6,768.1,17611.2,11.9304,3.6828,1423.44,2.9646,0.0358668,0.191808,3.96,0.051185791,0.050091906,0.045968305,337.2216138,153.5093622,3.24,8.3,4.78,NA
BC03,mouth,floodplain,medium,1/23/2019 10:05,1/23/2019,10:05:00 AM,1/23/2019 10:05,Porewater,sipper,flooded,flood,low tide,60,"3635-21, -21a, -22, -22a","3635-421, -422",3635-211,,12.42,7.8,5.63,0.38,NA,NA,NA,5.25,0.37,1975.18771,13.8104907,0.013856376,-10.64344384,11.87574223,1.614125218,0.010946824,0.001940202,9.965390766,2.530666667,8.016666667,12.62955669,6.23,, ,NA,NA,NA,14027,20904,3.5,768.4,57276,176.22,0.21498,174.24,46.806,0.13968,0.030102,3.048,0.034485434,0.078370734,0.064454257,-10.64344384,9.965390766,12.42,7.8,5.63,NA
BC03,mouth,floodplain,medium,1/23/2019 10:30,1/23/2019,10:30:00 AM,1/23/2019 10:30,Porewater,sipper,flooded,flood,low tide,30,NA,"3635-523, -524",NA,NA,12.48,10.4,5.52,1.94,NA,NA,NA,NA,NA,1581.989715,1.828979832,0.016950966,NA,60.6287893,4.471043924,0.001600972,0.002004364,NA,2.529,8,12.63691569,6.23,Sample and sensor at different depths,~1cm of water above ground ,NA,NA,NA,15017,20855,19.1,769.1,50718,24.546,0.28578,201.96,143.34,0.021486,0.033792,0.51342,0.031191879,0.074512337,0.059314739,16.72522529,45.20979541,12.48,10.4,5.52,NA
BC03,mouth,floodplain,medium,1/23/2019 10:41,1/23/2019,10:41:00 AM,1/23/2019 10:41,Porewater,sipper,flooded,flood,low tide,10,NA,"3635-525, -526",NA,NA,7.69,9.4,6.4,4.57,NA,NA,NA,NA,NA,505.0490092,0.840151625,0.121648393,-48.03545561,142.8214263,10.54563188,0.001117086,0.005585326,141.9705427,2.529,8.007333333,12.6324473,6.23,Sample and sensor at different depths, ,NA,NA,NA,9383,13466,41.6,769.2,12553.2,13.914,2.35224,1298.88,262.116,0.0185004,0.108,6.3576,0.04023269,0.060381747,0.051715978,-48.03545561,141.9705427,7.69,9.4,6.4,NA
BC03,mouth,floodplain,medium,1/23/2019 10:47,1/23/2019,10:47:00 AM,1/23/2019 10:47,Porewater,well,flooded,flood,low tide,100,NA,"3635-527, -528",NA,NA,11.21,8.2,6.06,0.18,NA,NA,NA,NA,NA,1524.921163,3.856055664,0.146013446,NA,5.625351584,15.95937814,0.058369062,0.01008904,NA,2.529,8.011333333,12.63001,6.23,Sample and sensor at different depths, ,NA,NA,NA,12890,18960,1.6,769.4,42516,52.56,2.39508,1318.32,444.96,0.7956,0.165492,4.1076,0.035866995,0.073364834,0.060963912,-239.1403265,52.56553597,11.21,8.2,6.06,NA
BC02,mouth,river.bank,medium,1/23/2019 11:13,1/23/2019,11:13:00 AM,1/23/2019 11:13,Porewater,sipper,not flooded,flood,high tide,60,"3635-23, -23a, -24, -24a","3635-423, -424",3635-212,,9.92,10,5.98,1,NA,NA,NA,7.9,0.58,1896.49609,12.77200317,0.115600768,-16.71652603,31.25195325,11.74649469,0.021501689,0.010732664,9.72494347,2.466,9.035666667,8.20314001,6.31,,DO% values changing by ~0.5%; H2S smell ,NA,NA,NA,12054,16907,9.5,770,53316,192.456,2.10744,1347.12,330.228,0.324,0.19566,5.0004,0.035570862,0.066363237,0.054853646,-16.71652603,9.72494347,9.92,10,5.98,NA
BC02,mouth,river.bank,medium,1/23/2019 11:45,1/23/2019,11:45:00 AM,1/23/2019 11:45,Porewater,well,not flooded,flood,high tide,100,NA,"3635-529, -530",NA,NA,7.31,9,6.49,2.76,NA,NA,NA,NA,NA,785.0501599,32.54500852,0.38476959,-47.80593925,86.25539096,2.03177141,0.04566209,0.00861355,2.934303565,2.465,9.04,8.201880445,6.31,Sample and sensor at different depths, ,NA,NA,NA,8835,12739,25.4,770.3,18903.6,543.96,7.4376,1256.76,48.924,0.7632,0.1665,6.9876,0.041529135,0.059829783,0.051733031,-47.80593925,2.934303565,7.31,9,6.49,NA
BC22,freshwater,freshwater.wetland.edge,none,1/23/2019 14:05,1/23/2019,2:05:00 PM,1/23/2019 14:05,Porewater,sipper,NA,flood,high tide,60,"3635-25, -25a, -26, -26a","3635-425, -426","3635-213, -213a, -213b, -213c",,0,9.5,9.59,0.36,NA,NA,NA,20.8,0.4,5086.955747,393.1924606,0.064599442,-71.10722414,11.25070317,122.7540126,0.675542094,0.010127316,0.746387977,NA,NA,NA,NA,Salinity filled as 0, ,NA,NA,NA,73.5,106.2,3,770.5,89496,9450,1.64556,1387.08,2159.64,16.236,0.257976,2.9304,0.056840035,0.041607668,0.039256814,-71.10722414,0.746387977,0,9.5,9.59,NA
BC22,freshwater,freshwater.wetland.edge,none,1/23/2019 14:54,1/23/2019,2:54:00 PM,1/23/2019 14:54,Porewater,sipper,NA,ebb,high tide,20,NA,"3635-531, -532",NA,NA,0,7.9,6.23,1.83,NA,NA,NA,NA,NA,2525.844518,171.1992981,0.11143142,-65.76145,57.19107444,12.92765285,1.451601348,0.006262956,0.740021463,NA,NA,NA,NA,Salinity filled as 0, ,NA,NA,NA,45.4,67.7,15.4,770.9,42048,3945.6,2.6748,1110.24,215.208,33.4548,0.150336,16.3872,0.060070503,0.043389928,0.04165972,-65.76145,0.740021463,0,7.9,6.23,NA
BC14,middle,hillslope,low,1/25/2019 9:03,1/25/2019,9:03:00 AM,1/25/2019 9:03,Porewater,sipper,not flooded,ebb,low tide,90,"3635-27, -28, -27a, -28a","3635-427, -428","3635-214, -214a",,1.37,8.1,6.45,0.55,NA,NA,NA,22.66,2.3,1055.922208,418.1046533,0.021687662,NA,17.18857429,54.46512704,9.490820858,0.004337532,NA,2.6328,8.701,3.038517716,6,Sample and sensor at different depths,Near collar 36 ,NA,NA,NA,1811,2652,5,774.1,18828,9076.8,0.5,159.36,971.16,206.04,0.1,2.76,0.056082548,0.046063002,0.043375323,-97.286018,1.475235145,1.37,8.1,6.45,NA
BC14,middle,hillslope,low,1/25/2019 9:27,1/25/2019,9:27:00 AM,1/25/2019 9:27,Porewater,sipper,not flooded,ebb,low tide,60,"3635-29, -29a, -30, -30a","3635-429, -430","3635-215, -215a, -216",,2.64,7.3,6.27,0.62,NA,NA,NA,10.7,1.9,1453.666375,349.181677,0.026151268,-77.47010145,19.37621101,26.51229784,9.888794729,0.003268908,1.20903411,2.6312,8.709,3.037834902,6,, ,NA,NA,NA,3255,4906,5.3,774.3,26672,6991.9,0.56,164.36,486.45,198.01,0.07,2.33,0.054501589,0.049940885,0.046698693,-77.47010145,1.20903411,2.64,7.3,6.27,NA
BC14,middle,hillslope,low,1/25/2019 9:54,1/25/2019,9:54:00 AM,1/25/2019 9:54,Porewater,sipper,not flooded,flood,low tide,40,"3635-31, -31a, -32, -32a","3635-431, -432","3635-216, -216a",,4.53,7.6,6.02,0.82,NA,NA,NA,5.68,2.02,1175.636392,291.7048548,0.011343726,-88.23304375,25.62660166,6.094626646,1.422514339,0.002466027,0.487701157,2.6318,8.71,3.03774955,6,Sample and sensor at different depths, ,NA,NA,NA,5456,8172,7.2,774.2,23736,5382.9,0.23,42.1,123.05,26.25,0.05,0.89,0.049529676,0.054191022,0.049320546,-88.23304375,0.487701157,4.53,7.6,6.02,NA
BC14,middle,hillslope,low,1/25/2019 10:16,1/25/2019,10:16:00 AM,1/25/2019 10:16,Porewater,sipper,not flooded,flood,low tide,20,"3635-33, -33a, -34, -34a","3635-433, -434","3635-217, -217a, -217b",,2.78,7.3,5.34,9.06,NA,NA,NA,11.65,0.92,869.2929917,12.29395925,0.018301104,-84.44557907,283.1426964,4.382129677,0.034687515,0.002346295,1.709779273,2.631466667,8.704666667,3.038204707,6,Sample and sensor at different depths, ,NA,NA,NA,3428,5176,76.5,774.2,16050.3,244.55,0.39,50.37,80.91,0.69,0.05,1.32,0.054160545,0.050271761,0.046925908,-84.44557907,1.709779273,2.78,7.3,5.34,NA
BC92,marsh,river.bank,high,1/25/2019 11:37,1/25/2019,11:37:00 AM,1/25/2019 11:37,Porewater,sipper,not flooded,flood,low tide,60,"3635-35, -35a, -36, -36a","3635-435, -436",3635-218,,13.47,8.1,5.45,0.8,NA,NA,NA,6.39,0.28,679.8040222,0.602481799,0.019196608,-46.76876154,25.0015626,6.535132589,0.004092947,0.00330976,6.991587585,1.874466667,8.86,16.06002403,NA,, ,NA,NA,NA,15197,22452,7.3,774.6,20905.5,7.36,0.29,46.95,200.97,0.05,0.05,1.36,0.032517951,0.08185894,0.066195201,-46.76876154,6.991587585,13.47,8.1,5.45,NA
BC94,marsh,floodplain,high,1/25/2019 12:13,1/25/2019,12:13:00 PM,1/25/2019 12:13,Porewater,sipper,not flooded,flood,low tide,60,"3635-37, -37a, -38, -38a","3635-437, -438",3635-219,,9.88,8.6,6.03,0.98,NA,NA,NA,4.52,0.22,363.8655918,1.210308015,0.028703486,-63.13560213,30.62691418,12.13823288,0.025257415,0.002870349,3.899894272,1.6893,8.538666667,8.599204647,NA,,Conductivity & SPC were fluctuating ,NA,NA,NA,11523,16845,8.9,774.7,9698.1,17.73,0.5,73.91,323.52,0.37,0.05,1.39,0.037519266,0.068263283,0.057406973,-63.13560213,3.899894272,9.88,8.6,6.03,NA
BC96,marsh,hillslope,high,1/25/2019 12:43,1/25/2019,12:43:00 PM,1/25/2019 12:43,Porewater,sipper,not flooded,flood,low tide,60,"3635-39, -39a, -40, -40a",NA,3635-220,,4.56,9.2,6.36,1.58,NA,NA,NA,21.53,2.89,1410.330211,516.3295563,0.010723617,-67.9675871,49.37808613,26.14747914,2.33665638,0.002331221,0.44247571,2.063333333,8.84,7.896398323,NA,,Strong sulfur smell ,NA,NA,NA,570,8168,13.2,774.6,30198,9892.8,0.23,52.92,559.87,44.77,0.05,1.62,0.046702769,0.052192459,0.046624424,-67.9675871,0.44247571,4.56,9.2,6.36,NA
BC92,marsh,river.bank,high,3/19/2019 7:42,3/19/2019,8:42:00 AM,3/19/2019 8:42,Porewater,sipper,not flooded,flood,low tide,90,3637-1,"3637-401, 3637-402","3637-201A, -201B",,13.55,8.4,6.21,0.69,NA,NA,NA,6.8,0.69,1675.663374,5.473315804,0.056316403,NA,21.56384774,2.323519921,0.005164615,0.00175062,NA,1.6522,7.23,15.23725561,NA,Sample and sensor at different depths, ,NA,NA,NA,15406,22499,6.4,760.8,52314,67.02,0.8568,138.12,72.54,0.06324,0.026634,0.684,0.032030878,0.081666902,0.065728761,NA,NA,13.55,8.4,6.21,NA
BC92,marsh,river.bank,high,3/19/2019 8:49,3/19/2019,9:49:00 AM,3/19/2019 9:49,Porewater,sipper,not flooded,flood,high tide,60,3637-2,"3637-403, -404",3637-202,,13.14,9.4,5.82,4.65,NA,NA,NA,6.4,0.51,2218.683509,0.250822794,0.015746403,NA,145.3215826,1.06070791,0.001015627,0.001230364,NA,1.654366667,7.23,15.24171783,NA,, ,NA,NA,NA,15420,21957,44.5,760.7,70620,3.1962,0.2511,148.32,33.762,0.012942,0.01962,0.6522,0.031417212,0.078475312,0.062709689,-472.2531852,71.93126021,13.14,9.4,5.82,NA
BC92,marsh,river.bank,high,3/19/2019 9:21,3/19/2019,10:21:00 AM,3/19/2019 10:21,Porewater,sipper,not flooded,flood,high tide,40,3637-3,"3637-405, -406",3637-203,,10.61,18.1,6.24,8.09,NA,NA,NA,6.73,3.17,975.8170475,0.165477874,0.028222531,-35.44131698,252.8283018,0.860150763,0.000226272,0.000874557,7.01616381,1.6561,7.23,15.24029081,NA,Sample and sensor at different depths, ,NA,NA,NA,16417,19216,91.3,760.5,37458,2.8074,0.6438,158.16,33.018,0.0038388,0.01995,0.9408,0.026050965,0.058943462,0.04383742,-35.44131698,7.01616381,10.61,18.1,6.24,NA
BC94,marsh,floodplain,high,3/19/2019 10:27,3/19/2019,11:27:00 AM,3/19/2019 11:27,Porewater,sipper,not flooded,flood,high tide,90,3637-4,"3637-407, -408",3637-204,,12.21,12.8,6.37,0.34,NA,NA,NA,6.23,1.8,1478.911217,74.10348568,0.03369636,-61.11104706,10.6256641,18.32571452,1.115975745,0.002384565,4.086254301,1.5754,6.909,8.65250774,NA,Sample and sensor at different depths, ,NA,NA,NA,15733,20460,3.3,760.5,51084,1055.4,0.6186,164.1,633,15.894,0.043776,1.7298,0.028950576,0.070213649,0.054471969,-61.11104706,4.086254301,12.21,12.8,6.37,NA
BC96,marsh,hillslope,high,3/19/2019 13:53,3/19/2019,2:53:00 PM,3/19/2019 14:53,Porewater,sipper,not flooded,ebb,high tide,90,3637-5,"3637-409, -410","3637-206A, -205B, -205C, -205D",,1.93,10.6,6.39,0.27,-116.1,NA,NA,2.36,0.97,3519.874867,1007.362642,0.085385127,-76.89862364,8.438027377,7.704013298,1.024479968,0.004034298,1.259203382,2.0063,7.302333333,6.288617465,NA,Sample and sensor at different depths, ,NA,NA,NA,2630,3638,2.5,759.1,70200,22669.2,2.11284,973.836,153.648,23.0544,0.099828,6.9084,0.050140668,0.044437503,0.040412491,-76.89862364,1.259203382,1.93,10.6,6.39,NA
BC96,marsh,hillslope,high,3/19/2019 14:56,3/19/2019,3:56:00 PM,3/19/2019 15:56,Porewater,sipper,not flooded,ebb,low tide,60,3637-6,"3637-411, -412",3637-206,,3.14,8.4,6.4,0.54,-179.9,NA,NA,7.14,5.55,40.11676503,0.22700477,0.0239455,-75.86639811,16.87605475,0.283584029,0.008676786,0.001112655,1.320477034,2.002066667,7.274,6.28018301,NA,, ,NA,NA,NA,3942,5776,4.6,758.6,783,4.5648,0.52464,161.94,5.535,0.17448,0.024378,0.56682,0.051234694,0.049729401,0.045641773,-75.86639811,1.320477034,3.14,8.4,6.4,NA
BC02,mouth,river.bank,medium,3/20/2019 7:39,3/20/2019,8:39:00 AM,3/20/2019 8:39,Porewater,sipper,not flooded,flood,low tide,86,3637-7,"3637-413, -414",3637-207,,7.6,8.3,6.77,0.55,-259.9,NA,NA,16.16,5.18,2406.275171,473.3028337,0.151580814,-71.12517963,17.18857429,6.336671791,1.283329045,0.00452381,0.988751976,2.1974,7.81,8.011892977,6.29,Sample and sensor at different depths, ,NA,NA,NA,8935,13194,5,758.1,57225,7677.6,2.8308,571.2,150.696,20.8173,0.084483,2.9022,0.04204937,0.061647238,0.053546988,-71.12517963,0.988751976,7.6,8.3,6.77,NA
BC03,mouth,hillslope,medium,3/20/2019 9:31,3/20/2019,10:31:00 AM,3/20/2019 10:31,Porewater,sipper,not flooded,flood,high tide,60,3637-8,"3637-415, -416",3637-208,,9.7,6.7,5.87,0.56,-33.9,NA,NA,7.71,0.72,290.0852675,1.714395677,0.112709618,NA,17.50109382,45.53607392,0.001811029,0.003317698,NA,2.4499,6.44,10.4866543,6.13,, ,NA,NA,NA,10854,16645,4.9,757.8,7140,24.27,1.8504,176.16,1120.8,0.025638,0.054468,1.0692,0.040628189,0.07063847,0.060910948,NA,NA,9.7,6.7,5.87,NA
tree.397,mouth,hillslope,medium,3/20/2019 10:33,3/20/2019,11:33:00 AM,3/20/2019 11:33,Porewater,sipper,NA,flood,high tide,60,NA,NA,NA,NA,0.69,8.3,5.46,0.74,19.6,NA,NA,NA,NA,NA,NA,NA,NA,23.1264454,NA,NA,NA,NA,NA,NA,NA,NA,, ,NA,NA,NA,944,1392,6.5,757.2,NA,NA,NA,NA,NA,NA,NA,NA,0.057423648,0.044365412,0.042043206,NA,NA,0.69,8.3,5.46,NA
BC04,mouth,hillslope,medium,3/20/2019 13:35,3/20/2019,2:35:00 PM,3/20/2019 14:35,Porewater,sipper,flooded,ebb,high tide,60,3637-13,"3637-425, -426","3637-213A, -213B",,4.76,7.9,5.14,1.17,136.6,NA,NA,3.93,1.96,1203.034913,4.23187577,0.087198213,NA,36.5647853,39.07317745,0.233715699,0.001499337,NA,2.702666667,7.373333333,4.571389403,5.58,, ,NA,NA,NA,5758,8572,10.2,756.2,24810,77.82,1.773,157.62,805.8,4.2978,0.030486,1.0872,0.04848992,0.054380311,0.049181169,NA,NA,4.76,7.9,5.14,NA
BC04,mouth,hillslope,medium,3/20/2019 14:24,3/20/2019,3:24:00 PM,3/20/2019 15:24,Porewater,sipper,flooded,ebb,high tide,40,3637-16,"3637-431, -432",3637-216,,4.41,7.3,4.88,1.46,177.3,NA,NA,4,2.09,1150.247175,1.773305663,0.075106844,NA,45.62785174,1.924730829,0.003644984,0.001626074,NA,2.6502,7.34,4.572708658,5.554,Sample and sensor at different depths, ,NA,NA,NA,5264,7986,12.6,756.3,22848,32.664,1.5126,158.52,38.232,0.06714,0.032748,1.6212,0.050343451,0.054289299,0.049654135,NA,NA,4.41,7.3,4.88,NA
